91058 valid sequences out of 91143 
64 sites
Effective number of samples: 36732.3	(80% identical neighborhood = 1.000 samples)
iter	time	cond	fx	-loglk	||h||	||e||
66	612.2	36.39	3297272.3	3155162.9	75.5	37.7
67	620.9	34.70	3297194.9	3155138.5	75.5	37.7
68	629.6	32.24	3297098.7	3155141.1	75.5	37.7
69	638.3	75.75	3297062.0	3155258.5	75.5	37.6
70	647.1	21.66	3296957.2	3155169.2	75.5	37.6
71	655.8	18.06	3296929.0	3155131.1	75.5	37.6
72	664.4	23.53	3296873.8	3155079.7	75.5	37.6
73	673.2	53.05	3296833.1	3155027.5	75.5	37.6
74	681.9	27.31	3296769.0	3154966.6	75.5	37.6
75	690.5	20.20	3296707.8	3154898.0	75.5	37.7
76	699.3	21.30	3296666.2	3154831.0	75.5	37.7
77	707.9	60.82	3296646.6	3154712.3	75.5	37.7
78	716.6	18.46	3296583.0	3154622.9	75.5	37.7
79	725.3	15.57	3296560.8	3154572.5	75.5	37.7
80	733.9	20.59	3296527.9	3154458.8	75.5	37.7
81	742.5	36.41	3296486.8	3154258.7	75.5	37.7
82	751.1	19.68	3296441.1	3154029.8	75.5	37.7
83	759.6	13.79	3296413.2	3153912.6	75.5	37.7
84	768.2	19.25	3296382.5	3153741.2	75.5	37.8
85	776.7	28.49	3296363.1	3153537.9	75.5	37.8
86	785.2	17.62	3296338.1	3153450.7	75.5	37.8
87	793.8	16.40	3296304.3	3153258.0	75.5	37.8
88	802.3	20.46	3296281.2	3153075.3	75.5	37.8
89	810.9	27.44	3296246.2	3152621.5	75.5	37.9
90	819.4	17.55	3296215.9	3152447.2	75.5	37.9
91	827.9	17.04	3296192.5	3152316.5	75.5	37.9
92	836.5	19.69	3296170.0	3152133.9	75.5	37.9
93	845.0	19.72	3296141.5	3151819.5	75.5	38.0
94	853.5	16.29	3296117.3	3151621.5	75.5	38.0
95	862.1	18.57	3296085.4	3151332.6	75.5	38.0
96	870.6	20.49	3296054.5	3151065.4	75.5	38.1
97	879.2	20.66	3296020.4	3150765.1	75.5	38.1
98	887.7	26.73	3295994.9	3150424.1	75.5	38.1
99	896.3	14.81	3295973.8	3150431.2	75.5	38.1
100	904.8	15.93	3295951.8	3150384.0	75.5	38.1
101	913.3	19.98	3295924.1	3150192.5	75.5	38.2
102	921.9	30.43	3295883.5	3149892.7	75.5	38.2
103	930.4	24.09	3295842.7	3149404.7	75.5	38.3
104	939.0	16.39	3295811.4	3149304.9	75.5	38.3
105	947.5	22.36	3295768.7	3149145.3	75.5	38.3
106	956.1	26.00	3295743.6	3149033.2	75.5	38.3
107	964.6	21.49	3295711.4	3148936.9	75.5	38.3
108	973.2	42.23	3295661.4	3148777.1	75.6	38.3
109	981.7	26.19	3295615.6	3148662.3	75.6	38.3
110	990.2	17.92	3295594.3	3148682.7	75.6	38.3
111	998.8	14.08	3295546.6	3148690.2	75.6	38.3
112	1007.3	38.47	3295520.8	3148647.5	75.6	38.3
113	1015.9	23.14	3295486.3	3148601.2	75.6	38.3
114	1024.5	17.52	3295445.3	3148517.2	75.6	38.3
115	1033.2	20.94	3295411.2	3148455.7	75.6	38.3
116	1041.7	49.53	3295384.6	3148439.7	75.7	38.3
117	1050.3	21.25	3295335.5	3148403.7	75.7	38.3
118	1058.8	17.43	3295301.3	3148414.3	75.7	38.3
119	1067.4	21.24	3295267.9	3148435.0	75.7	38.3
120	1076.0	28.62	3295215.6	3148441.5	75.7	38.3
121	1084.6	31.49	3295180.5	3148465.0	75.7	38.3
122	1093.2	14.88	3295145.8	3148405.2	75.7	38.3
123	1101.9	20.64	3295115.8	3148343.4	75.7	38.3
124	1110.6	26.10	3295077.3	3148282.4	75.7	38.3
125	1119.3	54.18	3295016.8	3148195.3	75.8	38.3
126	1128.0	26.52	3294946.1	3148109.5	75.8	38.3
127	1136.7	17.98	3294910.3	3148094.4	75.8	38.3
128	1145.4	19.91	3294863.6	3148076.8	75.9	38.3
129	1154.0	36.22	3294832.3	3148051.4	75.9	38.3
130	1162.7	21.23	3294789.5	3148004.4	75.9	38.3
131	1171.4	17.96	3294733.7	3147922.3	76.0	38.3
132	1180.1	23.21	3294697.2	3147869.4	76.0	38.3
133	1188.8	27.76	3294638.2	3147765.6	76.1	38.3
134	1197.4	27.47	3294583.8	3147701.3	76.1	38.3
135	1206.1	22.95	3294537.6	3147661.1	76.1	38.3
136	1214.7	32.00	3294499.0	3147635.4	76.2	38.3
137	1223.4	19.26	3294463.5	3147606.0	76.2	38.3
138	1232.0	21.41	3294430.7	3147576.7	76.2	38.3
139	1240.6	21.93	3294383.7	3147537.4	76.3	38.3
140	1257.7	31.82	3294360.2	3147520.2	76.3	38.3
141	1266.3	20.29	3294324.4	3147491.0	76.4	38.3
142	1274.8	18.41	3294284.4	3147463.0	76.4	38.3
143	1283.4	32.06	3294260.7	3147455.6	76.5	38.3
144	1291.9	18.34	3294234.4	3147438.0	76.5	38.3
145	1300.5	16.70	3294204.9	3147426.6	76.5	38.3
146	1309.1	17.87	3294181.8	3147424.2	76.5	38.3
147	1317.7	39.91	3294155.9	3147452.8	76.6	38.3
148	1326.3	16.46	3294122.4	3147447.7	76.7	38.3
149	1335.0	12.20	3294109.5	3147445.1	76.7	38.3
150	1343.6	13.48	3294092.2	3147457.1	76.7	38.3
151	1352.2	24.08	3294075.8	3147497.5	76.7	38.3
152	1360.8	13.93	3294057.3	3147525.0	76.8	38.3
153	1369.4	9.78	3294044.5	3147554.0	76.8	38.3
154	1378.0	11.35	3294033.7	3147594.2	76.8	38.3
155	1386.6	22.19	3294023.6	3147677.6	76.8	38.2
156	1395.2	11.87	3294012.2	3147701.1	76.9	38.2
157	1403.9	8.75	3294003.9	3147731.4	76.9	38.2
158	1412.5	9.81	3293997.3	3147774.5	76.9	38.2
159	1421.1	15.65	3293987.6	3147891.6	76.9	38.2
160	1429.7	12.02	3293979.8	3147974.6	76.9	38.2
161	1438.3	7.65	3293974.7	3147983.6	76.9	38.2
162	1446.9	7.57	3293967.7	3148031.5	76.9	38.2
163	1455.5	8.40	3293962.8	3148102.9	76.9	38.2
164	1464.2	7.39	3293956.2	3148214.8	77.0	38.2
165	1472.8	12.07	3293950.6	3148347.9	77.0	38.2
166	1481.5	6.45	3293944.8	3148427.2	77.0	38.1
167	1490.2	5.52	3293941.0	3148455.3	77.0	38.1
168	1498.9	7.73	3293937.6	3148504.7	77.0	38.1
169	1507.5	6.36	3293934.6	3148554.6	77.0	38.1
170	1516.2	5.60	3293931.8	3148602.3	77.0	38.1
171	1524.9	11.12	3293928.8	3148720.7	77.0	38.1
172	1533.6	5.48	3293925.9	3148772.6	77.0	38.1
173	1542.3	4.41	3293924.4	3148778.2	77.0	38.1
174	1551.0	5.33	3293920.8	3148854.0	77.0	38.1
175	1568.3	6.21	3293919.4	3148913.0	77.0	38.1
176	1577.0	4.73	3293917.9	3148955.6	77.0	38.1
177	1585.7	5.25	3293915.1	3149075.0	77.0	38.1
178	1594.4	8.58	3293914.1	3149124.3	77.0	38.0
179	1603.1	4.89	3293912.8	3149113.5	77.0	38.0
180	1611.7	3.57	3293910.3	3149119.1	77.0	38.0
181	1620.3	4.36	3293908.9	3149145.3	77.0	38.0
182	1628.8	10.79	3293908.1	3149199.1	77.0	38.0
183	1637.4	3.23	3293906.1	3149227.1	77.0	38.0
184	1645.8	2.70	3293905.4	3149238.6	77.0	38.0
185	1654.3	3.79	3293904.7	3149259.8	77.0	38.0
186	1662.9	4.33	3293903.2	3149302.5	77.0	38.0
187	1679.9	7.76	3293902.2	3149341.6	77.0	38.0
188	1688.4	4.21	3293900.5	3149394.4	77.0	38.0
189	1697.0	2.87	3293899.3	3149425.8	77.0	38.0
190	1705.5	4.17	3293898.0	3149460.1	77.0	38.0
191	1714.1	5.31	3293897.0	3149493.2	77.0	38.0
192	1722.6	3.37	3293895.8	3149505.7	77.0	38.0
193	1731.2	3.42	3293894.4	3149516.9	77.0	38.0
194	1739.7	5.74	3293893.3	3149550.2	77.0	38.0
195	1748.3	4.01	3293891.9	3149579.4	77.0	38.0
196	1756.9	3.87	3293890.3	3149621.1	77.0	38.0
197	1765.5	9.31	3293889.6	3149682.3	77.0	38.0
198	1774.2	4.16	3293887.9	3149672.3	77.0	38.0
199	1782.8	3.32	3293886.7	3149668.4	77.0	38.0
200	1791.5	4.19	3293885.2	3149676.4	77.0	38.0
201	1800.2	4.97	3293883.3	3149696.2	77.0	38.0
202	1817.4	6.47	3293881.9	3149702.3	77.0	38.0
203	1826.1	3.72	3293880.1	3149718.2	77.0	38.0
204	1834.8	3.78	3293878.7	3149718.9	77.0	38.0
205	1843.5	5.22	3293876.6	3149713.0	77.0	38.0
206	1852.2	9.60	3293875.1	3149703.7	77.0	38.0
207	1860.8	4.82	3293873.1	3149693.8	77.0	38.0
208	1869.6	3.40	3293871.4	3149680.0	77.0	38.0
209	1878.2	3.76	3293870.5	3149672.9	77.0	38.0
210	1886.9	13.30	3293869.4	3149649.0	77.0	38.0
211	1895.5	5.07	3293866.5	3149640.7	77.0	38.0
212	1904.1	3.90	3293864.9	3149634.4	77.0	38.0
213	1912.6	5.18	3293863.0	3149619.6	77.0	38.0
214	1921.2	5.95	3293859.9	3149590.9	77.1	38.0
215	1938.3	9.30	3293858.3	3149568.6	77.1	38.0
216	1946.8	5.11	3293855.2	3149531.6	77.1	38.0
217	1955.4	3.97	3293853.0	3149506.2	77.1	38.0
218	1963.9	8.48	3293850.1	3149455.2	77.1	38.0
219	1972.4	5.39	3293847.6	3149432.3	77.1	38.0
220	1981.0	4.86	3293845.7	3149423.6	77.1	38.0
221	1989.5	5.44	3293841.5	3149389.9	77.1	38.0
222	2006.5	9.11	3293839.8	3149355.3	77.1	38.0
223	2015.1	6.09	3293836.9	3149322.6	77.1	38.0
224	2023.7	5.00	3293833.8	3149276.4	77.1	38.0
225	2032.3	9.57	3293832.0	3149219.0	77.1	38.0
226	2040.8	5.28	3293829.8	3149208.9	77.1	38.0
227	2049.4	4.77	3293827.6	3149193.2	77.1	38.0
228	2058.0	5.65	3293825.2	3149169.0	77.1	38.0
229	2066.5	12.33	3293821.9	3149093.3	77.1	38.0
230	2075.1	6.98	3293818.0	3149056.2	77.1	38.0
231	2083.7	4.58	3293815.7	3149038.2	77.1	38.0
232	2092.2	5.44	3293813.1	3149012.9	77.1	38.0
233	2100.8	7.27	3293810.8	3148982.9	77.1	38.0
234	2109.3	5.53	3293807.8	3148959.2	77.1	38.1
235	2117.9	4.66	3293804.0	3148950.0	77.2	38.1
236	2126.4	11.00	3293803.0	3148950.7	77.2	38.1
237	2135.0	4.09	3293800.2	3148960.4	77.2	38.0
238	2143.8	3.48	3293799.0	3148969.8	77.2	38.0
239	2152.3	4.88	3293796.9	3148985.0	77.2	38.0
240	2160.8	9.84	3293795.7	3149007.6	77.2	38.0
241	2169.4	3.94	3293793.6	3149008.0	77.2	38.0
242	2177.9	3.29	3293792.4	3149007.4	77.2	38.0
243	2186.5	3.82	3293791.3	3149011.1	77.2	38.0
244	2195.0	5.62	3293789.6	3149023.9	77.2	38.0
245	2203.6	5.13	3293787.8	3149044.8	77.2	38.0
246	2212.2	3.89	3293786.3	3149051.9	77.2	38.0
247	2221.0	3.95	3293784.6	3149064.6	77.2	38.0
248	2229.6	5.26	3293783.2	3149083.6	77.2	38.0
249	2238.3	3.15	3293781.7	3149101.6	77.2	38.0
250	2247.0	3.35	3293780.8	3149111.0	77.2	38.0
251	2255.6	3.19	3293779.8	3149120.1	77.2	38.0
252	2264.3	4.30	3293778.5	3149134.5	77.2	38.0
253	2273.0	4.62	3293777.4	3149151.0	77.2	38.0
254	2281.7	3.17	3293776.6	3149155.4	77.2	38.0
255	2290.5	2.59	3293776.1	3149155.2	77.2	38.0
256	2299.2	2.59	3293775.4	3149158.4	77.2	38.0
257	2307.9	5.77	3293774.7	3149169.1	77.2	38.0
258	2316.6	2.58	3293773.8	3149170.7	77.2	38.0
259	2325.2	2.25	3293773.3	3149173.2	77.2	38.0
260	2333.9	2.49	3293772.8	3149174.9	77.2	38.0
261	2342.5	5.95	3293772.5	3149177.7	77.2	38.0
262	2351.1	2.04	3293771.8	3149176.1	77.2	38.0
263	2359.7	1.94	3293771.5	3149174.0	77.2	38.0
264	2368.3	2.27	3293771.0	3149170.9	77.2	38.0
265	2376.9	2.92	3293770.3	3149167.4	77.2	38.0
266	2393.9	2.82	3293769.9	3149165.0	77.2	38.0
267	2402.5	1.56	3293769.6	3149164.5	77.2	38.0
268	2411.0	1.69	3293769.4	3149164.1	77.2	38.0
269	2419.6	2.31	3293769.1	3149163.7	77.2	38.0
270	2428.1	1.92	3293768.8	3149162.6	77.2	38.0
271	2436.7	1.67	3293768.5	3149161.4	77.2	38.0
272	2445.3	3.61	3293768.2	3149159.2	77.2	38.0
273	2454.0	1.29	3293768.0	3149158.4	77.2	38.0
274	2462.6	1.04	3293767.9	3149158.0	77.2	38.0
275	2471.2	1.27	3293767.7	3149157.0	77.2	38.0
276	2479.8	2.33	3293767.6	3149155.1	77.2	38.0
277	2488.3	1.48	3293767.3	3149153.2	77.2	38.0
278	2496.9	1.04	3293767.2	3149151.3	77.3	38.0
279	2505.5	1.58	3293767.1	3149149.6	77.3	38.0
280	2514.1	0.99	3293767.0	3149148.8	77.3	38.0
281	2522.6	1.00	3293766.8	3149147.7	77.3	38.0
282	2531.2	1.71	3293766.7	3149146.0	77.3	38.0
283	2539.7	1.20	3293766.6	3149144.4	77.3	38.0
284	2548.3	0.91	3293766.5	3149143.1	77.3	38.0
285	2556.8	1.13	3293766.4	3149141.3	77.3	38.0
286	2565.4	1.17	3293766.3	3149139.8	77.3	38.0
287	2573.9	0.96	3293766.3	3149138.8	77.3	38.0
288	2582.5	1.01	3293766.1	3149136.4	77.3	38.0
289	2591.2	1.70	3293766.0	3149133.9	77.3	38.0
290	2599.8	1.13	3293765.9	3149131.8	77.3	38.0
291	2608.5	0.87	3293765.8	3149129.6	77.3	38.0
292	2617.2	0.88	3293765.8	3149128.7	77.3	38.0
293	2625.8	1.10	3293765.6	3149125.8	77.3	38.0
294	2634.5	2.79	3293765.5	3149121.5	77.3	38.0
295	2643.2	1.21	3293765.4	3149120.5	77.3	38.0
296	2651.8	0.91	3293765.3	3149119.2	77.3	38.0
297	2660.5	1.17	3293765.2	3149116.4	77.3	38.0
298	2669.2	2.81	3293765.1	3149110.8	77.3	38.0
299	2677.9	1.29	3293764.9	3149108.4	77.3	38.0
300	2686.6	0.97	3293764.8	3149105.7	77.3	38.0
301	2695.3	1.17	3293764.7	3149102.9	77.3	38.0
302	2703.9	1.42	3293764.5	3149096.8	77.3	38.0
303	2720.9	2.23	3293764.4	3149091.5	77.3	38.0
304	2729.5	1.33	3293764.2	3149085.7	77.3	38.0
305	2738.0	1.29	3293764.0	3149080.3	77.3	38.0
306	2746.6	2.21	3293763.8	3149071.0	77.3	38.0
307	2755.1	1.87	3293763.6	3149064.3	77.3	38.0
308	2763.7	1.28	3293763.4	3149061.6	77.3	38.0
309	2772.3	1.33	3293763.2	3149057.5	77.3	38.0
310	2780.9	2.64	3293763.1	3149049.0	77.3	38.0
311	2789.5	1.70	3293762.9	3149045.2	77.3	38.0
312	2798.1	1.35	3293762.6	3149035.0	77.3	38.0
313	2806.6	1.58	3293762.5	3149027.8	77.3	38.0
314	2815.2	3.93	3293762.2	3149001.9	77.4	38.0
315	2823.8	1.89	3293761.8	3148994.5	77.4	38.0
316	2832.4	1.43	3293761.7	3148996.2	77.4	38.0
317	2840.9	1.82	3293761.4	3148991.4	77.4	38.0
318	2849.4	2.17	3293761.1	3148980.8	77.4	38.0
319	2858.0	2.08	3293760.8	3148966.0	77.4	38.0
320	2866.5	2.11	3293760.4	3148946.2	77.4	38.0
321	2875.0	3.00	3293760.1	3148927.5	77.4	38.0
322	2883.6	1.56	3293759.9	3148930.6	77.4	38.0
323	2892.1	1.41	3293759.6	3148931.3	77.4	38.0
324	2900.6	1.84	3293759.4	3148926.6	77.4	38.0
325	2909.2	5.23	3293759.2	3148908.6	77.4	38.1
326	2917.7	1.92	3293758.8	3148904.2	77.4	38.1
327	2926.3	1.36	3293758.5	3148898.1	77.4	38.1
328	2934.8	1.67	3293758.3	3148888.4	77.4	38.1
329	2943.4	1.92	3293758.0	3148876.3	77.4	38.1
330	2952.0	5.34	3293757.9	3148849.3	77.5	38.1
331	2960.6	1.69	3293757.3	3148853.1	77.5	38.1
332	2969.2	1.55	3293757.1	3148855.6	77.5	38.1
333	2977.9	1.87	3293756.8	3148853.5	77.5	38.1
334	2986.5	3.88	3293756.5	3148845.2	77.5	38.1
335	2995.0	1.68	3293756.1	3148838.5	77.5	38.1
336	3003.6	1.28	3293755.9	3148835.1	77.5	38.1
337	3012.2	1.67	3293755.7	3148830.8	77.5	38.1
338	3020.8	3.11	3293755.5	3148828.2	77.5	38.1
339	3029.3	1.61	3293755.3	3148829.0	77.5	38.1
340	3037.9	1.40	3293755.1	3148832.2	77.5	38.1
341	3046.4	1.56	3293754.9	3148834.7	77.5	38.1
342	3055.0	5.17	3293754.8	3148842.5	77.5	38.1
343	3063.5	1.46	3293754.4	3148845.1	77.5	38.1
344	3072.2	0.98	3293754.3	3148845.0	77.5	38.1
345	3080.8	1.19	3293754.2	3148846.6	77.5	38.1
346	3089.5	1.46	3293754.0	3148849.8	77.5	38.1
347	3098.1	3.56	3293753.9	3148858.9	77.5	38.1
348	3106.8	1.46	3293753.6	3148863.1	77.6	38.1
349	3115.5	1.07	3293753.5	3148865.5	77.6	38.1
350	3124.2	1.16	3293753.3	3148870.7	77.6	38.1
351	3132.8	1.76	3293753.2	3148878.0	77.6	38.1
352	3141.5	0.92	3293753.1	3148882.5	77.6	38.1
353	3150.2	0.94	3293753.0	3148886.0	77.6	38.1
354	3158.8	1.31	3293752.9	3148892.8	77.6	38.1
355	3167.5	1.36	3293752.8	3148902.7	77.6	38.1
356	3176.1	0.83	3293752.8	3148905.8	77.6	38.1
357	3184.8	0.91	3293752.7	3148911.0	77.6	38.1
358	3193.4	1.15	3293752.6	3148918.0	77.6	38.0
359	3201.9	1.14	3293752.5	3148933.5	77.6	38.0
360	3210.5	0.84	3293752.4	3148938.5	77.6	38.0
361	3219.1	0.86	3293752.3	3148942.8	77.6	38.0
362	3227.6	0.81	3293752.3	3148947.1	77.6	38.0
363	3236.1	0.71	3293752.2	3148953.7	77.6	38.0
364	3244.7	1.69	3293752.2	3148966.4	77.6	38.0
365	3253.2	0.68	3293752.1	3148968.9	77.6	38.0
366	3261.7	0.56	3293752.1	3148969.7	77.6	38.0
367	3270.3	0.71	3293752.1	3148975.1	77.6	38.0
368	3279.0	1.72	3293752.0	3148986.0	77.6	38.0
369	3287.6	0.72	3293752.0	3148986.9	77.6	38.0
370	3296.1	0.50	3293752.0	3148990.3	77.6	38.0
371	3304.6	0.64	3293751.9	3148996.9	77.6	38.0
372	3313.2	0.70	3293751.9	3149006.0	77.6	38.0
373	3330.2	1.08	3293751.9	3149011.1	77.6	38.0
374	3338.8	0.56	3293751.8	3149019.2	77.6	38.0
375	3347.4	0.51	3293751.8	3149022.7	77.6	38.0
376	3355.9	0.86	3293751.7	3149028.5	77.6	38.0
377	3364.4	0.90	3293751.7	3149031.4	77.6	38.0
378	3373.0	0.52	3293751.7	3149030.2	77.6	38.0
379	3381.5	0.48	3293751.6	3149028.7	77.6	38.0
380	3390.2	0.62	3293751.6	3149030.1	77.6	38.0
381	3398.9	0.70	3293751.6	3149033.9	77.6	38.0
382	3407.5	0.56	3293751.6	3149037.2	77.6	38.0
383	3416.2	0.51	3293751.5	3149039.5	77.6	38.0
384	3424.9	0.63	3293751.5	3149042.9	77.6	38.0
385	3433.5	0.75	3293751.5	3149046.3	77.6	38.0
386	3442.2	0.58	3293751.5	3149047.5	77.6	38.0
387	3450.9	0.54	3293751.4	3149049.7	77.6	38.0
388	3459.5	0.75	3293751.4	3149052.4	77.6	38.0
389	3468.2	0.53	3293751.4	3149055.3	77.6	38.0
390	3476.8	0.85	3293751.3	3149059.3	77.6	38.0
391	3485.5	0.54	3293751.3	3149060.2	77.6	38.0
392	3494.1	0.56	3293751.3	3149060.6	77.6	38.0
393	3502.7	0.74	3293751.2	3149062.6	77.6	38.0
394	3511.4	1.49	3293751.2	3149065.3	77.6	38.0
395	3520.0	0.62	3293751.2	3149065.5	77.7	38.0
396	3528.6	0.43	3293751.2	3149066.1	77.7	38.0
397	3537.2	0.55	3293751.1	3149067.3	77.7	38.0
398	3545.7	0.63	3293751.1	3149068.7	77.7	38.0
399	3562.9	1.03	3293751.1	3149069.8	77.7	38.0
400	3571.5	0.58	3293751.0	3149070.5	77.7	38.0
401	3580.1	0.56	3293751.0	3149070.3	77.7	38.0
402	3588.7	1.10	3293750.9	3149069.4	77.7	38.0
403	3597.2	0.80	3293750.9	3149068.2	77.7	38.0
404	3605.8	0.73	3293750.9	3149066.9	77.7	38.0
405	3614.4	1.08	3293750.8	3149063.8	77.7	38.0
406	3623.0	1.37	3293750.7	3149060.7	77.7	38.0
407	3631.6	0.87	3293750.7	3149059.8	77.7	38.0
408	3640.2	0.80	3293750.6	3149057.4	77.7	38.0
409	3648.8	0.98	3293750.5	3149054.9	77.7	38.0
410	3657.4	1.90	3293750.4	3149046.7	77.7	38.0
slurmstepd: error: *** JOB 42438039 ON compute-e-16-198 CANCELLED AT 2019-05-31T11:27:52 ***
