91058 valid sequences out of 91143 
64 sites
Effective number of samples: 36732.3	(80% identical neighborhood = 1.000 samples)
iter	time	cond	fx	-loglk	||h||	||e||
148	1276.9	37.81	3294137.3	3147562.4	76.6	38.3
149	1285.2	14.21	3294110.8	3147543.8	76.6	38.3
150	1293.5	11.87	3294097.9	3147549.6	76.6	38.3
151	1301.7	13.23	3294083.4	3147575.3	76.6	38.3
152	1310.0	19.53	3294062.1	3147645.8	76.6	38.3
153	1318.3	23.42	3294054.1	3147740.6	76.7	38.2
154	1326.6	9.89	3294040.4	3147717.8	76.7	38.2
155	1334.9	8.46	3294033.6	3147722.4	76.7	38.2
156	1343.2	12.74	3294021.8	3147766.4	76.7	38.2
157	1351.5	20.09	3294011.4	3147872.4	76.7	38.2
158	1359.8	8.82	3294001.3	3147912.9	76.7	38.2
159	1368.1	8.05	3293995.0	3147958.1	76.7	38.2
160	1376.4	8.66	3293989.9	3148006.3	76.7	38.2
161	1384.7	14.59	3293979.5	3148125.0	76.7	38.2
162	1393.0	14.42	3293973.5	3148299.4	76.7	38.2
163	1401.3	6.14	3293967.0	3148265.7	76.7	38.2
164	1409.6	5.83	3293963.8	3148264.7	76.7	38.2
165	1417.9	8.13	3293959.2	3148318.9	76.7	38.2
166	1426.2	13.58	3293955.4	3148454.5	76.7	38.1
167	1434.5	5.81	3293950.9	3148486.1	76.7	38.1
168	1442.8	6.16	3293948.0	3148540.0	76.8	38.1
169	1451.0	6.57	3293944.7	3148621.9	76.8	38.1
170	1459.3	11.26	3293939.2	3148791.1	76.8	38.1
171	1467.6	11.79	3293937.1	3148979.1	76.8	38.1
172	1475.9	4.52	3293933.8	3148922.0	76.8	38.1
173	1484.2	3.97	3293932.3	3148919.7	76.8	38.1
174	1492.5	5.59	3293929.4	3148965.6	76.8	38.1
175	1500.8	8.44	3293926.1	3149070.0	76.8	38.1
176	1509.1	7.21	3293923.2	3149245.0	76.8	38.0
177	1517.3	3.71	3293921.1	3149260.7	76.8	38.0
178	1525.6	4.19	3293919.4	3149297.6	76.8	38.0
179	1533.9	5.15	3293918.1	3149340.7	76.8	38.0
180	1542.2	5.08	3293915.6	3149442.0	76.8	38.0
181	1550.5	8.42	3293913.6	3149527.4	76.8	38.0
182	1558.8	4.19	3293911.4	3149564.1	76.8	38.0
183	1567.1	3.25	3293909.9	3149575.1	76.8	38.0
184	1575.6	3.31	3293908.6	3149599.2	76.8	38.0
185	1583.8	5.15	3293906.5	3149650.1	76.8	38.0
186	1592.1	6.09	3293904.9	3149720.2	76.8	38.0
187	1600.4	3.14	3293903.4	3149718.1	76.8	38.0
188	1608.7	3.19	3293902.4	3149716.8	76.8	38.0
189	1617.0	4.54	3293901.2	3149729.9	76.8	38.0
190	1625.3	5.44	3293899.4	3149764.7	76.8	38.0
191	1633.5	4.38	3293898.2	3149783.3	76.9	38.0
192	1641.8	3.21	3293897.2	3149793.6	76.9	38.0
193	1650.1	3.08	3293896.2	3149805.9	76.9	38.0
194	1658.4	6.40	3293895.1	3149821.8	76.9	37.9
195	1666.7	3.72	3293893.7	3149828.1	76.9	37.9
196	1675.0	3.58	3293892.3	3149830.0	76.9	37.9
197	1683.3	4.72	3293891.0	3149832.4	76.9	37.9
198	1691.6	5.51	3293889.3	3149838.9	76.9	37.9
199	1700.0	3.28	3293888.0	3149837.3	76.9	37.9
200	1708.3	3.85	3293886.9	3149833.8	76.9	37.9
201	1716.6	4.80	3293885.3	3149825.9	76.9	37.9
202	1724.9	8.86	3293883.6	3149806.2	76.9	37.9
203	1733.2	4.27	3293881.4	3149797.1	76.9	38.0
204	1741.5	3.73	3293880.1	3149788.9	76.9	38.0
205	1749.8	4.39	3293878.7	3149774.8	76.9	38.0
206	1758.1	11.81	3293877.8	3149740.4	76.9	38.0
207	1766.4	4.51	3293875.3	3149734.8	76.9	38.0
208	1774.7	3.62	3293873.9	3149725.1	76.9	38.0
209	1783.0	4.64	3293872.3	3149705.6	76.9	38.0
210	1791.3	7.29	3293869.7	3149666.9	76.9	38.0
211	1799.6	7.08	3293867.1	3149604.1	77.0	38.0
212	1807.9	4.25	3293864.9	3149589.8	77.0	38.0
213	1816.1	5.24	3293862.5	3149567.9	77.0	38.0
214	1824.5	6.09	3293860.3	3149534.2	77.0	38.0
215	1832.8	11.17	3293858.0	3149452.0	77.0	38.0
216	1841.1	4.99	3293855.0	3149433.6	77.0	38.0
217	1849.5	5.22	3293852.9	3149410.3	77.0	38.0
218	1857.8	5.62	3293850.6	3149373.4	77.0	38.0
219	1866.1	10.77	3293846.9	3149284.1	77.0	38.0
220	1874.4	7.08	3293843.6	3149199.4	77.1	38.0
221	1882.6	4.55	3293841.6	3149193.2	77.1	38.0
222	1890.9	4.84	3293838.6	3149155.8	77.1	38.0
223	1899.2	6.23	3293836.2	3149101.7	77.1	38.0
224	1907.5	7.26	3293833.0	3149005.3	77.1	38.0
225	1915.8	6.85	3293829.9	3148946.6	77.1	38.1
226	1924.1	5.81	3293826.4	3148898.2	77.1	38.1
227	1932.4	5.69	3293823.2	3148862.7	77.1	38.1
228	1940.8	8.96	3293820.3	3148815.3	77.2	38.1
229	1949.1	5.19	3293817.6	3148792.4	77.2	38.1
230	1957.4	4.86	3293815.7	3148782.8	77.2	38.1
231	1965.7	7.04	3293812.7	3148746.9	77.2	38.1
232	1974.0	7.25	3293809.9	3148698.9	77.2	38.1
233	1982.3	4.41	3293807.8	3148688.2	77.2	38.1
234	1990.7	4.33	3293805.5	3148677.2	77.2	38.1
235	1999.0	7.43	3293803.3	3148667.1	77.3	38.1
236	2007.3	5.48	3293800.4	3148659.9	77.3	38.1
237	2015.6	7.22	3293797.8	3148666.5	77.3	38.1
238	2023.9	4.75	3293795.2	3148679.9	77.3	38.1
239	2032.2	4.68	3293792.9	3148696.8	77.3	38.1
240	2040.6	8.55	3293790.6	3148733.3	77.3	38.1
241	2048.9	5.74	3293788.7	3148752.6	77.3	38.1
242	2057.3	3.67	3293787.7	3148750.1	77.3	38.1
243	2065.6	3.07	3293786.2	3148757.6	77.3	38.1
244	2073.9	5.02	3293784.8	3148782.0	77.3	38.1
245	2082.4	4.52	3293783.1	3148823.4	77.3	38.1
246	2090.8	3.82	3293781.9	3148843.6	77.4	38.1
247	2099.2	3.26	3293780.4	3148866.0	77.4	38.1
248	2107.9	7.10	3293778.9	3148897.6	77.4	38.1
249	2116.8	4.42	3293777.6	3148919.7	77.4	38.1
250	2125.6	2.63	3293776.9	3148919.3	77.4	38.1
251	2134.5	2.43	3293776.3	3148921.0	77.4	38.1
252	2143.4	3.50	3293775.4	3148937.7	77.4	38.0
253	2152.2	3.24	3293774.5	3148963.5	77.4	38.0
254	2161.1	2.99	3293773.9	3148978.5	77.4	38.0
255	2170.0	2.67	3293773.3	3148986.6	77.4	38.0
256	2178.9	4.59	3293772.5	3149005.8	77.4	38.0
257	2187.3	3.76	3293772.0	3149015.9	77.4	38.0
258	2195.7	2.06	3293771.6	3149014.3	77.4	38.0
259	2204.3	1.70	3293771.3	3149017.4	77.4	38.0
260	2212.6	1.95	3293770.9	3149024.3	77.4	38.0
261	2221.1	5.68	3293770.6	3149044.8	77.4	38.0
262	2229.5	1.97	3293770.1	3149050.4	77.4	38.0
263	2237.8	1.42	3293769.9	3149051.0	77.4	38.0
264	2246.1	1.69	3293769.6	3149055.4	77.4	38.0
265	2254.5	2.59	3293769.3	3149062.8	77.4	38.0
266	2262.8	1.86	3293769.0	3149070.4	77.4	38.0
267	2271.1	1.53	3293768.7	3149075.5	77.4	38.0
268	2279.4	3.84	3293768.6	3149084.8	77.4	38.0
269	2287.7	1.33	3293768.3	3149083.6	77.4	38.0
270	2296.1	1.08	3293768.2	3149083.3	77.4	38.0
271	2304.4	1.38	3293768.0	3149084.8	77.4	38.0
272	2312.7	2.15	3293767.8	3149087.0	77.4	38.0
273	2321.0	1.69	3293767.6	3149090.8	77.4	38.0
274	2329.3	1.28	3293767.4	3149091.9	77.4	38.0
275	2337.7	1.27	3293767.3	3149092.1	77.4	38.0
276	2346.0	1.11	3293767.2	3149091.4	77.4	38.0
277	2354.3	1.24	3293767.0	3149089.7	77.4	38.0
278	2362.6	2.19	3293766.9	3149086.3	77.4	38.0
279	2370.9	1.45	3293766.7	3149082.9	77.4	38.0
280	2379.2	1.00	3293766.5	3149081.3	77.4	38.0
281	2387.5	1.26	3293766.4	3149078.3	77.4	38.0
282	2395.8	1.69	3293766.3	3149074.9	77.4	38.0
283	2404.1	1.20	3293766.2	3149073.4	77.4	38.0
284	2412.4	1.12	3293766.1	3149067.8	77.4	38.0
285	2420.7	2.03	3293766.0	3149063.8	77.4	38.0
286	2429.0	1.38	3293765.9	3149061.9	77.4	38.0
287	2437.3	0.90	3293765.7	3149056.1	77.4	38.0
288	2445.6	1.05	3293765.7	3149053.7	77.4	38.0
289	2453.9	1.19	3293765.4	3149043.3	77.4	38.0
290	2462.2	3.50	3293765.4	3149035.7	77.4	38.0
291	2470.6	1.28	3293765.2	3149035.2	77.4	38.0
292	2478.9	0.71	3293765.1	3149034.6	77.4	38.0
293	2487.2	0.89	3293765.0	3149032.6	77.4	38.0
294	2495.5	1.01	3293764.9	3149028.7	77.4	38.0
295	2512.4	1.90	3293764.8	3149024.1	77.4	38.0
296	2520.7	1.05	3293764.7	3149017.4	77.4	38.0
297	2529.1	0.97	3293764.6	3149011.9	77.4	38.0
298	2537.5	1.99	3293764.4	3149000.6	77.4	38.0
299	2546.3	1.21	3293764.3	3148996.4	77.4	38.0
300	2555.2	1.03	3293764.2	3148996.2	77.4	38.0
301	2564.1	1.54	3293764.0	3148992.3	77.4	38.0
302	2572.9	1.46	3293763.9	3148985.9	77.4	38.0
303	2581.8	1.24	3293763.8	3148979.1	77.4	38.0
304	2590.7	1.94	3293763.5	3148958.2	77.4	38.0
305	2599.5	2.87	3293763.4	3148944.8	77.5	38.0
306	2608.4	1.23	3293763.3	3148948.1	77.5	38.0
307	2617.3	0.87	3293763.2	3148947.2	77.5	38.0
308	2626.2	1.20	3293763.1	3148942.7	77.5	38.0
309	2635.0	1.56	3293762.9	3148933.5	77.5	38.0
310	2643.9	3.13	3293762.6	3148916.4	77.5	38.1
311	2652.7	2.29	3293762.3	3148898.6	77.5	38.1
312	2661.6	1.19	3293762.1	3148900.0	77.5	38.1
313	2670.5	1.31	3293761.9	3148900.4	77.5	38.1
314	2679.3	1.54	3293761.8	3148897.9	77.5	38.1
315	2688.0	2.33	3293761.5	3148887.2	77.5	38.1
316	2696.4	1.86	3293761.2	3148877.8	77.5	38.1
317	2704.8	1.62	3293760.9	3148869.3	77.5	38.1
318	2713.6	1.78	3293760.6	3148860.1	77.5	38.1
319	2721.9	3.34	3293760.3	3148845.0	77.5	38.1
320	2730.2	1.82	3293760.0	3148841.3	77.5	38.1
321	2738.5	1.55	3293759.7	3148838.6	77.5	38.1
322	2746.8	1.75	3293759.4	3148836.1	77.5	38.1
323	2763.7	2.95	3293759.2	3148830.6	77.5	38.1
324	2772.1	1.79	3293758.8	3148827.8	77.5	38.1
325	2780.4	1.63	3293758.5	3148824.9	77.5	38.1
326	2788.7	2.39	3293758.1	3148822.2	77.5	38.1
327	2797.0	2.43	3293757.7	3148819.6	77.5	38.1
328	2805.4	2.04	3293757.4	3148819.9	77.5	38.1
329	2813.7	1.79	3293757.1	3148822.2	77.5	38.1
330	2822.0	1.71	3293756.9	3148824.0	77.5	38.1
331	2830.3	1.73	3293756.7	3148826.5	77.5	38.1
332	2838.7	2.60	3293756.3	3148833.1	77.5	38.1
333	2847.0	2.40	3293756.0	3148841.9	77.5	38.1
334	2855.4	1.48	3293755.7	3148845.5	77.6	38.1
335	2863.7	1.15	3293755.5	3148850.6	77.6	38.1
336	2872.1	1.56	3293755.3	3148856.6	77.6	38.1
337	2880.5	1.22	3293755.1	3148868.3	77.6	38.1
338	2888.8	2.87	3293754.8	3148882.8	77.6	38.1
339	2897.1	1.53	3293754.6	3148890.6	77.6	38.1
340	2905.4	1.24	3293754.4	3148897.2	77.6	38.1
341	2913.7	1.68	3293754.2	3148906.4	77.6	38.1
342	2922.0	2.18	3293754.0	3148920.2	77.6	38.0
343	2930.3	1.21	3293753.9	3148924.3	77.6	38.0
344	2938.7	1.01	3293753.7	3148928.9	77.6	38.0
345	2947.0	1.35	3293753.6	3148936.3	77.6	38.0
346	2955.3	1.14	3293753.5	3148947.1	77.6	38.0
347	2963.6	1.16	3293753.4	3148954.5	77.6	38.0
348	2971.9	0.90	3293753.3	3148959.5	77.6	38.0
349	2980.2	0.96	3293753.2	3148965.0	77.6	38.0
350	2988.6	2.42	3293753.1	3148976.3	77.6	38.0
351	2997.0	0.98	3293753.0	3148979.7	77.6	38.0
352	3005.3	0.84	3293752.9	3148980.8	77.6	38.0
353	3013.7	0.94	3293752.8	3148984.4	77.6	38.0
354	3030.2	1.31	3293752.8	3148988.4	77.6	38.0
355	3038.5	0.76	3293752.7	3148991.6	77.6	38.0
356	3046.9	0.68	3293752.6	3148994.6	77.6	38.0
357	3055.2	0.93	3293752.6	3148997.6	77.6	38.0
358	3063.5	1.74	3293752.5	3149002.9	77.6	38.0
359	3071.8	0.78	3293752.4	3149002.7	77.6	38.0
360	3080.2	0.69	3293752.4	3149001.9	77.6	38.0
361	3088.7	0.76	3293752.3	3149002.4	77.6	38.0
362	3097.1	1.33	3293752.3	3149003.3	77.6	38.0
363	3105.5	0.60	3293752.2	3149004.9	77.6	38.0
364	3113.8	0.49	3293752.2	3149005.1	77.6	38.0
365	3122.1	0.68	3293752.2	3149005.2	77.6	38.0
366	3130.5	1.61	3293752.2	3149005.0	77.6	38.0
367	3138.9	0.69	3293752.1	3149004.7	77.6	38.0
368	3147.3	0.45	3293752.1	3149004.3	77.6	38.0
369	3156.1	0.54	3293752.1	3149003.8	77.6	38.0
370	3165.0	0.73	3293752.0	3149003.1	77.6	38.0
371	3182.7	0.86	3293752.0	3149002.4	77.6	38.0
372	3191.5	0.49	3293752.0	3149002.2	77.6	38.0
373	3200.4	0.50	3293751.9	3149002.2	77.6	38.0
374	3209.3	0.68	3293751.9	3149002.2	77.6	38.0
375	3218.1	1.33	3293751.9	3149002.0	77.6	38.0
376	3227.0	0.58	3293751.8	3149002.0	77.6	38.0
377	3235.8	0.48	3293751.8	3149002.0	77.6	38.0
378	3244.7	0.57	3293751.8	3149002.0	77.6	38.0
379	3253.6	0.78	3293751.7	3149002.4	77.6	38.0
380	3262.4	1.41	3293751.7	3149003.3	77.6	38.0
381	3271.3	0.52	3293751.7	3149003.4	77.6	38.0
382	3280.1	0.50	3293751.7	3149003.8	77.6	38.0
383	3289.0	0.62	3293751.6	3149004.7	77.6	38.0
384	3297.9	0.88	3293751.6	3149006.6	77.6	38.0
385	3306.7	0.89	3293751.5	3149009.3	77.6	38.0
386	3315.6	0.52	3293751.5	3149009.6	77.6	38.0
387	3324.5	0.64	3293751.5	3149010.8	77.6	38.0
388	3333.3	0.80	3293751.4	3149012.4	77.6	38.0
389	3341.6	0.90	3293751.4	3149016.6	77.6	38.0
390	3350.0	0.81	3293751.3	3149018.4	77.6	38.0
391	3358.3	0.68	3293751.3	3149019.3	77.6	38.0
392	3366.9	0.65	3293751.2	3149021.6	77.7	38.0
393	3375.5	1.39	3293751.2	3149025.9	77.7	38.0
394	3383.9	0.81	3293751.1	3149029.5	77.7	38.0
395	3392.2	0.64	3293751.1	3149031.3	77.7	38.0
396	3400.5	0.83	3293751.0	3149033.5	77.7	38.0
397	3408.8	0.86	3293751.0	3149037.2	77.7	38.0
398	3417.1	0.89	3293750.9	3149040.7	77.7	38.0
399	3425.4	0.81	3293750.8	3149044.8	77.7	38.0
400	3434.0	0.87	3293750.8	3149047.9	77.7	38.0
401	3442.4	1.63	3293750.7	3149054.6	77.7	38.0
402	3450.7	0.85	3293750.6	3149057.5	77.7	38.0
403	3459.0	0.78	3293750.5	3149058.8	77.7	38.0
404	3467.4	1.08	3293750.4	3149062.8	77.7	38.0
405	3475.7	1.22	3293750.4	3149069.3	77.7	38.0
406	3484.0	0.88	3293750.3	3149071.9	77.7	38.0
407	3492.3	0.99	3293750.2	3149076.2	77.7	38.0
408	3500.6	1.60	3293750.1	3149081.0	77.7	38.0
409	3508.9	1.04	3293750.0	3149084.4	77.7	38.0
410	3517.2	0.98	3293749.9	3149090.8	77.7	38.0
411	3525.5	1.33	3293749.8	3149094.8	77.7	38.0
412	3533.8	1.11	3293749.7	3149098.0	77.7	38.0
413	3542.2	2.08	3293749.6	3149105.2	77.8	38.0
414	3550.5	1.08	3293749.4	3149106.4	77.8	38.0
415	3558.9	1.00	3293749.4	3149105.8	77.8	38.0
416	3567.2	1.55	3293749.2	3149107.9	77.8	38.0
417	3575.5	2.87	3293749.2	3149113.5	77.8	38.0
418	3583.8	1.04	3293749.0	3149113.0	77.8	38.0
419	3592.1	0.85	3293748.9	3149114.3	77.8	38.0
420	3600.4	1.14	3293748.8	3149117.3	77.8	38.0
421	3608.7	2.37	3293748.7	3149120.6	77.8	38.0
422	3617.0	1.24	3293748.5	3149122.8	77.8	38.0
423	3625.3	1.01	3293748.4	3149123.1	77.8	38.0
424	3633.6	1.37	3293748.2	3149122.2	77.8	38.0
425	3642.0	3.11	3293748.2	3149120.8	77.9	38.0
426	3650.3	1.23	3293748.0	3149119.4	77.9	38.0
427	3658.6	1.10	3293747.8	3149117.7	77.9	38.0
428	3666.9	1.34	3293747.7	3149115.1	77.9	38.0
429	3675.2	1.57	3293747.5	3149110.0	77.9	38.0
430	3691.7	1.54	3293747.4	3149105.2	77.9	38.0
431	3700.0	0.85	3293747.3	3149102.6	77.9	38.0
432	3708.3	1.02	3293747.2	3149100.6	77.9	38.0
433	3716.6	1.31	3293747.1	3149096.1	77.9	38.0
434	3724.8	3.31	3293747.0	3149086.3	77.9	38.0
435	3733.2	1.22	3293746.8	3149084.9	77.9	38.0
436	3741.5	0.83	3293746.7	3149083.2	77.9	38.0
437	3749.8	0.90	3293746.6	3149079.2	77.9	38.0
438	3758.1	1.20	3293746.5	3149072.8	77.9	38.0
439	3766.4	1.59	3293746.4	3149060.8	78.0	38.0
440	3774.7	0.72	3293746.4	3149061.2	78.0	38.0
441	3783.0	0.83	3293746.3	3149060.4	78.0	38.0
442	3791.3	0.96	3293746.2	3149056.4	78.0	38.0
443	3799.6	2.30	3293746.2	3149046.5	78.0	38.0
444	3807.9	0.76	3293746.1	3149041.1	78.0	38.0
445	3816.2	0.62	3293746.0	3149039.0	78.0	38.0
446	3824.5	0.70	3293746.0	3149033.7	78.0	38.0
447	3832.8	1.20	3293745.9	3149026.7	78.0	38.0
448	3841.4	0.71	3293745.8	3149018.3	78.0	38.0
449	3849.8	0.57	3293745.8	3149017.6	78.0	38.0
450	3858.1	1.36	3293745.7	3149014.1	78.0	38.0
