91058 valid sequences out of 91143 
64 sites
Effective number of samples: 36732.3	(80% identical neighborhood = 1.000 samples)
iter	time	cond	fx	-loglk	||h||	||e||
76	692.8	21.30	3296666.2	3154831.0	75.5	37.7
77	701.3	60.82	3296646.6	3154712.3	75.5	37.7
78	709.9	18.46	3296583.0	3154622.9	75.5	37.7
79	718.4	15.57	3296560.8	3154572.5	75.5	37.7
80	726.9	20.59	3296527.9	3154458.8	75.5	37.7
81	735.5	36.41	3296486.8	3154258.7	75.5	37.7
82	744.0	19.68	3296441.1	3154029.8	75.5	37.7
83	752.5	13.79	3296413.2	3153912.6	75.5	37.7
84	761.0	19.25	3296382.5	3153741.2	75.5	37.8
85	769.6	28.49	3296363.1	3153537.9	75.5	37.8
86	778.1	17.62	3296338.1	3153450.7	75.5	37.8
87	786.6	16.40	3296304.3	3153258.0	75.5	37.8
88	795.1	20.46	3296281.2	3153075.3	75.5	37.8
89	803.7	27.44	3296246.2	3152621.5	75.5	37.9
90	812.2	17.55	3296215.9	3152447.2	75.5	37.9
91	820.7	17.04	3296192.5	3152316.5	75.5	37.9
92	829.3	19.69	3296170.0	3152133.9	75.5	37.9
93	837.8	19.72	3296141.5	3151819.5	75.5	38.0
94	846.3	16.29	3296117.3	3151621.5	75.5	38.0
95	854.8	18.57	3296085.4	3151332.6	75.5	38.0
96	863.4	20.49	3296054.5	3151065.4	75.5	38.1
97	872.2	20.66	3296020.4	3150765.1	75.5	38.1
98	880.8	26.73	3295994.9	3150424.1	75.5	38.1
99	889.4	14.81	3295973.8	3150431.2	75.5	38.1
100	898.1	15.93	3295951.8	3150384.0	75.5	38.1
101	906.7	19.98	3295924.1	3150192.5	75.5	38.2
102	915.3	30.43	3295883.5	3149892.7	75.5	38.2
103	924.0	24.09	3295842.7	3149404.7	75.5	38.3
104	932.6	16.39	3295811.4	3149304.9	75.5	38.3
105	941.2	22.36	3295768.7	3149145.3	75.5	38.3
106	949.9	26.00	3295743.6	3149033.2	75.5	38.3
107	958.5	21.49	3295711.4	3148936.9	75.5	38.3
108	967.2	42.23	3295661.4	3148777.1	75.6	38.3
109	975.8	26.19	3295615.6	3148662.3	75.6	38.3
110	984.4	17.92	3295594.3	3148682.7	75.6	38.3
111	993.0	14.08	3295546.6	3148690.2	75.6	38.3
112	1001.5	38.47	3295520.8	3148647.5	75.6	38.3
113	1010.0	23.14	3295486.3	3148601.2	75.6	38.3
114	1018.6	17.52	3295445.3	3148517.2	75.6	38.3
115	1027.1	20.94	3295411.2	3148455.7	75.6	38.3
116	1035.6	49.53	3295384.6	3148439.7	75.7	38.3
117	1044.1	21.25	3295335.5	3148403.7	75.7	38.3
118	1052.6	17.43	3295301.3	3148414.3	75.7	38.3
119	1061.2	21.24	3295267.9	3148435.0	75.7	38.3
120	1069.7	28.62	3295215.6	3148441.5	75.7	38.3
121	1078.2	31.49	3295180.5	3148465.0	75.7	38.3
122	1086.7	14.88	3295145.8	3148405.2	75.7	38.3
123	1095.2	20.64	3295115.8	3148343.4	75.7	38.3
124	1103.8	26.10	3295077.3	3148282.4	75.7	38.3
125	1112.3	54.18	3295016.8	3148195.3	75.8	38.3
126	1120.8	26.52	3294946.1	3148109.5	75.8	38.3
127	1129.3	17.98	3294910.3	3148094.4	75.8	38.3
128	1137.9	19.91	3294863.6	3148076.8	75.9	38.3
129	1146.4	36.22	3294832.3	3148051.4	75.9	38.3
130	1155.0	21.23	3294789.5	3148004.4	75.9	38.3
131	1163.5	17.96	3294733.7	3147922.3	76.0	38.3
132	1172.0	23.21	3294697.2	3147869.4	76.0	38.3
133	1180.6	27.76	3294638.2	3147765.6	76.1	38.3
134	1189.1	27.47	3294583.8	3147701.3	76.1	38.3
135	1197.6	22.95	3294537.6	3147661.1	76.1	38.3
136	1206.1	32.00	3294499.0	3147635.4	76.2	38.3
137	1214.7	19.26	3294463.5	3147606.0	76.2	38.3
138	1223.2	21.41	3294430.7	3147576.7	76.2	38.3
139	1231.7	21.93	3294383.7	3147537.4	76.3	38.3
140	1248.7	31.82	3294360.2	3147520.2	76.3	38.3
141	1257.3	20.29	3294324.4	3147491.0	76.4	38.3
142	1265.8	18.41	3294284.4	3147463.0	76.4	38.3
143	1274.3	32.06	3294260.7	3147455.6	76.5	38.3
144	1282.8	18.34	3294234.4	3147438.0	76.5	38.3
145	1291.5	16.70	3294204.9	3147426.6	76.5	38.3
146	1300.1	17.87	3294181.8	3147424.2	76.5	38.3
147	1308.7	39.91	3294155.9	3147452.8	76.6	38.3
148	1317.4	16.46	3294122.4	3147447.7	76.7	38.3
149	1326.0	12.20	3294109.5	3147445.1	76.7	38.3
150	1334.6	13.48	3294092.2	3147457.1	76.7	38.3
151	1343.3	24.08	3294075.8	3147497.5	76.7	38.3
152	1352.0	13.93	3294057.3	3147525.0	76.8	38.3
153	1360.6	9.78	3294044.5	3147554.0	76.8	38.3
154	1369.2	11.35	3294033.7	3147594.2	76.8	38.3
155	1377.8	22.19	3294023.6	3147677.6	76.8	38.2
156	1386.4	11.87	3294012.2	3147701.1	76.9	38.2
157	1395.1	8.75	3294003.9	3147731.4	76.9	38.2
158	1403.8	9.81	3293997.3	3147774.5	76.9	38.2
159	1412.4	15.65	3293987.6	3147891.6	76.9	38.2
160	1420.9	12.02	3293979.8	3147974.6	76.9	38.2
161	1429.4	7.65	3293974.7	3147983.6	76.9	38.2
162	1437.9	7.57	3293967.7	3148031.5	76.9	38.2
163	1446.5	8.40	3293962.8	3148102.9	76.9	38.2
164	1455.0	7.39	3293956.2	3148214.8	77.0	38.2
165	1463.5	12.07	3293950.6	3148347.9	77.0	38.2
166	1472.0	6.45	3293944.8	3148427.2	77.0	38.1
167	1480.6	5.52	3293941.0	3148455.3	77.0	38.1
168	1489.1	7.73	3293937.6	3148504.7	77.0	38.1
169	1497.6	6.36	3293934.6	3148554.6	77.0	38.1
170	1506.3	5.60	3293931.8	3148602.3	77.0	38.1
171	1514.9	11.12	3293928.8	3148720.7	77.0	38.1
172	1523.4	5.48	3293925.9	3148772.6	77.0	38.1
173	1531.9	4.41	3293924.4	3148778.2	77.0	38.1
174	1540.4	5.33	3293920.8	3148854.0	77.0	38.1
175	1557.4	6.21	3293919.4	3148913.0	77.0	38.1
176	1566.0	4.73	3293917.9	3148955.6	77.0	38.1
177	1574.5	5.25	3293915.1	3149075.0	77.0	38.1
178	1583.0	8.58	3293914.1	3149124.3	77.0	38.0
179	1591.5	4.89	3293912.8	3149113.5	77.0	38.0
180	1600.0	3.57	3293910.3	3149119.1	77.0	38.0
181	1608.6	4.36	3293908.9	3149145.3	77.0	38.0
182	1617.1	10.79	3293908.1	3149199.1	77.0	38.0
183	1625.6	3.23	3293906.1	3149227.1	77.0	38.0
184	1634.1	2.70	3293905.4	3149238.6	77.0	38.0
185	1642.8	3.79	3293904.7	3149259.8	77.0	38.0
186	1651.4	4.33	3293903.2	3149302.5	77.0	38.0
187	1668.7	7.76	3293902.2	3149341.6	77.0	38.0
188	1677.3	4.21	3293900.5	3149394.4	77.0	38.0
189	1685.9	2.87	3293899.3	3149425.8	77.0	38.0
190	1694.6	4.17	3293898.0	3149460.1	77.0	38.0
191	1703.2	5.31	3293897.0	3149493.2	77.0	38.0
192	1711.8	3.37	3293895.8	3149505.7	77.0	38.0
193	1720.5	3.42	3293894.4	3149516.9	77.0	38.0
194	1729.1	5.74	3293893.3	3149550.2	77.0	38.0
195	1737.8	4.01	3293891.9	3149579.4	77.0	38.0
196	1746.4	3.87	3293890.3	3149621.1	77.0	38.0
197	1755.1	9.31	3293889.6	3149682.3	77.0	38.0
198	1763.6	4.16	3293887.9	3149672.3	77.0	38.0
199	1772.2	3.32	3293886.7	3149668.4	77.0	38.0
200	1780.7	4.19	3293885.2	3149676.4	77.0	38.0
201	1789.2	4.97	3293883.3	3149696.2	77.0	38.0
202	1806.2	6.47	3293881.9	3149702.3	77.0	38.0
203	1814.7	3.72	3293880.1	3149718.2	77.0	38.0
204	1823.2	3.78	3293878.7	3149718.9	77.0	38.0
205	1831.7	5.22	3293876.6	3149713.0	77.0	38.0
206	1840.3	9.60	3293875.1	3149703.7	77.0	38.0
207	1848.8	4.82	3293873.1	3149693.8	77.0	38.0
208	1857.3	3.40	3293871.4	3149680.0	77.0	38.0
209	1865.8	3.76	3293870.5	3149672.9	77.0	38.0
210	1874.4	13.30	3293869.4	3149649.0	77.0	38.0
211	1882.9	5.07	3293866.5	3149640.7	77.0	38.0
212	1891.4	3.90	3293864.9	3149634.4	77.0	38.0
213	1899.9	5.18	3293863.0	3149619.6	77.0	38.0
214	1908.5	5.95	3293859.9	3149590.9	77.1	38.0
215	1925.7	9.30	3293858.3	3149568.6	77.1	38.0
216	1934.4	5.11	3293855.2	3149531.6	77.1	38.0
217	1943.1	3.97	3293853.0	3149506.2	77.1	38.0
218	1951.7	8.48	3293850.1	3149455.2	77.1	38.0
219	1960.4	5.39	3293847.6	3149432.3	77.1	38.0
220	1969.0	4.86	3293845.7	3149423.6	77.1	38.0
221	1977.7	5.44	3293841.5	3149389.9	77.1	38.0
222	1994.9	9.11	3293839.8	3149355.3	77.1	38.0
223	2003.5	6.09	3293836.9	3149322.6	77.1	38.0
224	2012.2	5.00	3293833.8	3149276.4	77.1	38.0
225	2020.9	9.57	3293832.0	3149219.0	77.1	38.0
226	2029.5	5.28	3293829.8	3149208.9	77.1	38.0
227	2038.1	4.77	3293827.6	3149193.2	77.1	38.0
228	2046.6	5.65	3293825.2	3149169.0	77.1	38.0
229	2055.1	12.33	3293821.9	3149093.3	77.1	38.0
230	2063.7	6.98	3293818.0	3149056.2	77.1	38.0
231	2072.2	4.58	3293815.7	3149038.2	77.1	38.0
232	2080.7	5.44	3293813.1	3149012.9	77.1	38.0
233	2089.2	7.27	3293810.8	3148982.9	77.1	38.0
234	2097.8	5.53	3293807.8	3148959.2	77.1	38.1
235	2106.3	4.66	3293804.0	3148950.0	77.2	38.1
236	2114.8	11.00	3293803.0	3148950.7	77.2	38.1
237	2123.3	4.09	3293800.2	3148960.4	77.2	38.0
238	2131.8	3.48	3293799.0	3148969.8	77.2	38.0
239	2140.4	4.88	3293796.9	3148985.0	77.2	38.0
240	2148.9	9.84	3293795.7	3149007.6	77.2	38.0
241	2157.4	3.94	3293793.6	3149008.0	77.2	38.0
242	2165.9	3.29	3293792.4	3149007.4	77.2	38.0
243	2174.4	3.82	3293791.3	3149011.1	77.2	38.0
244	2182.9	5.62	3293789.6	3149023.9	77.2	38.0
245	2191.4	5.12	3293787.8	3149044.8	77.2	38.0
246	2200.0	3.89	3293786.3	3149051.9	77.2	38.0
247	2208.5	3.95	3293784.6	3149064.6	77.2	38.0
248	2217.0	5.26	3293783.2	3149083.6	77.2	38.0
249	2225.5	3.15	3293781.7	3149101.6	77.2	38.0
250	2234.1	3.35	3293780.8	3149111.0	77.2	38.0
251	2242.6	3.19	3293779.8	3149120.1	77.2	38.0
252	2251.2	4.30	3293778.5	3149134.5	77.2	38.0
253	2259.7	4.63	3293777.4	3149151.0	77.2	38.0
254	2268.2	3.18	3293776.6	3149155.4	77.2	38.0
255	2276.7	2.59	3293776.1	3149155.2	77.2	38.0
256	2285.3	2.58	3293775.4	3149158.4	77.2	38.0
257	2293.8	5.78	3293774.7	3149169.0	77.2	38.0
258	2302.5	2.58	3293773.9	3149170.6	77.2	38.0
259	2311.2	2.25	3293773.3	3149173.2	77.2	38.0
260	2319.8	2.48	3293772.8	3149174.9	77.2	38.0
261	2328.5	6.02	3293772.5	3149177.8	77.2	38.0
262	2337.1	2.04	3293771.8	3149176.1	77.2	38.0
263	2345.8	1.93	3293771.5	3149174.1	77.2	38.0
264	2354.4	2.27	3293771.0	3149170.9	77.2	38.0
265	2363.0	2.86	3293770.3	3149167.4	77.2	38.0
266	2380.3	2.85	3293769.9	3149165.1	77.2	38.0
267	2388.9	1.56	3293769.6	3149164.5	77.2	38.0
268	2397.6	1.67	3293769.4	3149164.1	77.2	38.0
269	2406.3	2.34	3293769.1	3149163.6	77.2	38.0
270	2414.9	1.96	3293768.8	3149162.5	77.2	38.0
271	2423.4	1.68	3293768.5	3149161.5	77.2	38.0
272	2431.9	3.33	3293768.2	3149159.2	77.2	38.0
273	2440.5	1.30	3293768.0	3149158.3	77.2	38.0
274	2449.0	1.07	3293767.9	3149157.9	77.2	38.0
275	2457.6	1.27	3293767.7	3149156.8	77.2	38.0
276	2466.1	2.99	3293767.6	3149154.4	77.2	38.0
277	2474.7	1.53	3293767.4	3149153.6	77.2	38.0
278	2483.2	0.98	3293767.2	3149152.0	77.2	38.0
279	2491.7	1.03	3293767.1	3149150.8	77.3	38.0
280	2500.2	2.66	3293767.0	3149148.0	77.3	38.0
281	2508.7	0.94	3293766.9	3149146.5	77.3	38.0
282	2517.2	0.87	3293766.8	3149146.2	77.3	38.0
283	2525.7	1.22	3293766.6	3149144.9	77.3	38.0
284	2534.3	2.88	3293766.6	3149142.8	77.3	38.0
285	2542.8	0.99	3293766.5	3149142.3	77.3	38.0
286	2551.3	0.76	3293766.4	3149141.7	77.3	38.0
287	2559.8	0.89	3293766.3	3149140.5	77.3	38.0
288	2568.4	1.09	3293766.2	3149138.6	77.3	38.0
289	2585.4	1.70	3293766.1	3149136.1	77.3	38.0
290	2593.9	0.91	3293766.0	3149134.3	77.3	38.0
291	2602.4	0.91	3293765.9	3149133.3	77.3	38.0
292	2611.0	1.63	3293765.9	3149131.3	77.3	38.0
293	2619.7	1.01	3293765.8	3149130.2	77.3	38.0
294	2628.2	0.93	3293765.7	3149129.3	77.3	38.0
295	2636.7	1.17	3293765.6	3149127.5	77.3	38.0
296	2645.2	3.34	3293765.6	3149123.3	77.3	38.0
297	2653.7	1.24	3293765.4	3149123.4	77.3	38.0
298	2662.2	0.80	3293765.3	3149122.6	77.3	38.0
299	2670.6	1.08	3293765.2	3149120.4	77.3	38.0
300	2678.9	1.34	3293765.1	3149117.1	77.3	38.0
301	2695.8	2.12	3293765.0	3149112.7	77.3	38.0
302	2704.2	1.19	3293764.8	3149108.0	77.3	38.0
303	2712.7	1.02	3293764.7	3149105.1	77.3	38.0
304	2721.3	1.33	3293764.4	3149099.3	77.3	38.0
305	2729.8	2.75	3293764.3	3149091.9	77.3	38.0
306	2738.3	1.33	3293764.1	3149088.6	77.3	38.0
307	2746.8	1.24	3293763.9	3149086.6	77.3	38.0
308	2755.3	1.62	3293763.7	3149081.4	77.3	38.0
309	2763.8	3.00	3293763.6	3149073.0	77.3	38.0
310	2772.3	1.16	3293763.5	3149072.4	77.3	38.0
311	2780.8	1.05	3293763.3	3149070.4	77.3	38.0
312	2789.3	1.40	3293763.2	3149065.7	77.3	38.0
313	2797.8	1.87	3293763.0	3149055.7	77.3	38.0
314	2806.3	4.46	3293762.8	3149030.9	77.3	38.0
315	2814.7	1.71	3293762.4	3149027.8	77.3	38.0
316	2823.1	1.48	3293762.2	3149025.2	77.3	38.0
317	2831.4	1.62	3293761.9	3149016.3	77.3	38.0
318	2839.8	2.90	3293761.6	3148998.2	77.4	38.0
319	2848.2	1.56	3293761.3	3148980.4	77.4	38.0
320	2856.6	1.39	3293761.1	3148974.7	77.4	38.0
321	2865.0	1.81	3293760.6	3148956.6	77.4	38.0
322	2881.7	2.61	3293760.5	3148945.6	77.4	38.0
323	2890.1	1.86	3293760.2	3148934.2	77.4	38.0
324	2898.5	1.87	3293759.8	3148915.5	77.4	38.1
325	2906.9	3.82	3293759.5	3148890.3	77.4	38.1
326	2915.3	2.02	3293759.2	3148886.1	77.4	38.1
327	2923.7	1.46	3293758.8	3148878.5	77.4	38.1
328	2932.1	1.77	3293758.6	3148870.0	77.4	38.1
329	2940.4	4.36	3293758.4	3148845.4	77.4	38.1
330	2948.8	1.85	3293758.0	3148840.2	77.4	38.1
331	2957.2	1.64	3293757.7	3148836.0	77.5	38.1
332	2965.8	1.94	3293757.4	3148826.8	77.5	38.1
333	2974.3	2.22	3293756.9	3148809.8	77.5	38.1
334	2991.2	2.97	3293756.7	3148799.3	77.5	38.1
335	2999.6	1.68	3293756.3	3148788.0	77.5	38.1
336	3008.1	1.44	3293756.0	3148781.7	77.5	38.1
337	3016.6	2.28	3293755.7	3148775.7	77.5	38.1
338	3025.1	3.38	3293755.5	3148770.5	77.5	38.1
339	3033.6	1.53	3293755.3	3148774.5	77.5	38.1
340	3042.1	1.37	3293755.1	3148778.0	77.5	38.1
341	3050.6	1.68	3293754.9	3148780.1	77.5	38.1
342	3059.1	1.98	3293754.5	3148783.2	77.5	38.1
343	3076.1	2.53	3293754.3	3148786.1	77.5	38.1
344	3084.6	1.37	3293754.1	3148787.5	77.6	38.1
345	3092.9	1.09	3293753.9	3148790.5	77.6	38.1
346	3101.3	1.61	3293753.7	3148798.1	77.6	38.1
347	3109.7	1.91	3293753.5	3148805.7	77.6	38.1
348	3118.1	1.24	3293753.4	3148808.2	77.6	38.1
349	3126.5	1.08	3293753.2	3148816.1	77.6	38.1
350	3134.9	1.24	3293753.1	3148823.0	77.6	38.1
351	3143.3	1.17	3293753.0	3148832.8	77.6	38.1
352	3151.7	1.08	3293752.9	3148841.2	77.6	38.1
353	3160.0	1.01	3293752.8	3148848.1	77.6	38.1
354	3168.4	1.36	3293752.7	3148856.7	77.6	38.1
355	3176.8	0.98	3293752.6	3148864.6	77.6	38.1
356	3185.2	0.83	3293752.5	3148870.1	77.6	38.1
357	3193.6	1.29	3293752.4	3148882.1	77.6	38.1
358	3202.0	1.52	3293752.4	3148896.3	77.6	38.1
359	3210.5	0.83	3293752.3	3148898.6	77.6	38.1
360	3218.9	0.70	3293752.2	3148905.4	77.6	38.1
361	3227.3	0.78	3293752.2	3148912.1	77.6	38.0
362	3235.7	1.81	3293752.1	3148935.7	77.6	38.0
363	3244.1	0.73	3293752.1	3148935.2	77.6	38.0
364	3252.5	0.60	3293752.1	3148933.2	77.6	38.0
365	3260.8	0.70	3293752.0	3148934.6	77.6	38.0
366	3269.2	1.24	3293751.9	3148944.7	77.6	38.0
367	3277.8	0.74	3293751.9	3148951.1	77.6	38.0
368	3286.3	0.57	3293751.9	3148956.9	77.6	38.0
369	3294.7	0.63	3293751.8	3148964.1	77.6	38.0
370	3303.3	1.30	3293751.8	3148970.8	77.6	38.0
371	3311.7	0.60	3293751.8	3148971.1	77.6	38.0
372	3320.2	0.46	3293751.7	3148970.7	77.6	38.0
373	3328.8	0.54	3293751.7	3148971.3	77.6	38.0
374	3337.3	1.44	3293751.7	3148976.1	77.6	38.0
375	3345.8	0.52	3293751.7	3148977.7	77.6	38.0
376	3354.2	0.39	3293751.6	3148979.0	77.6	38.0
377	3362.7	0.51	3293751.6	3148981.9	77.6	38.0
378	3371.2	0.67	3293751.6	3148986.2	77.6	38.0
379	3379.7	1.66	3293751.6	3148996.2	77.6	38.0
380	3388.2	0.59	3293751.5	3148997.1	77.6	38.0
381	3396.6	0.44	3293751.5	3148997.5	77.6	38.0
382	3405.0	0.46	3293751.5	3148999.8	77.6	38.0
383	3413.4	0.52	3293751.5	3149004.2	77.6	38.0
384	3421.8	0.99	3293751.4	3149013.0	77.6	38.0
385	3430.2	0.42	3293751.4	3149012.6	77.6	38.0
386	3438.6	0.43	3293751.4	3149013.1	77.6	38.0
387	3447.0	0.57	3293751.4	3149016.1	77.6	38.0
388	3455.4	1.34	3293751.4	3149023.0	77.6	38.0
389	3463.7	0.56	3293751.3	3149025.8	77.6	38.0
390	3472.1	0.39	3293751.3	3149027.9	77.6	38.0
391	3480.5	0.47	3293751.3	3149031.1	77.6	38.0
392	3488.9	0.63	3293751.3	3149035.9	77.7	38.0
393	3497.3	1.21	3293751.2	3149045.3	77.7	38.0
394	3505.8	0.50	3293751.2	3149044.6	77.7	38.0
395	3514.3	0.56	3293751.2	3149044.0	77.7	38.0
396	3522.7	0.63	3293751.2	3149045.0	77.7	38.0
397	3531.2	1.25	3293751.1	3149049.6	77.7	38.0
398	3539.7	0.78	3293751.1	3149054.6	77.7	38.0
399	3548.2	0.52	3293751.0	3149055.4	77.7	38.0
400	3556.7	0.60	3293751.0	3149057.8	77.7	38.0
401	3565.2	0.94	3293751.0	3149060.9	77.7	38.0
402	3573.7	0.87	3293750.9	3149064.8	77.7	38.0
403	3582.2	0.75	3293750.8	3149068.7	77.7	38.0
404	3590.7	0.87	3293750.8	3149072.9	77.7	38.0
405	3599.2	0.98	3293750.7	3149074.5	77.7	38.0
406	3607.8	0.87	3293750.7	3149074.6	77.7	38.0
407	3616.3	1.46	3293750.6	3149075.7	77.7	38.0
408	3624.8	0.80	3293750.5	3149076.2	77.7	38.0
409	3633.3	0.93	3293750.5	3149077.6	77.7	38.0
410	3641.7	1.05	3293750.4	3149080.8	77.7	38.0
411	3650.1	1.51	3293750.3	3149083.5	77.7	38.0
412	3658.5	1.08	3293750.1	3149087.5	77.7	38.0
413	3666.9	0.93	3293750.1	3149086.9	77.7	38.0
414	3675.2	1.06	3293750.0	3149085.9	77.7	38.0
415	3683.6	1.22	3293749.9	3149085.7	77.7	38.0
416	3692.0	0.94	3293749.8	3149086.9	77.8	38.0
417	3700.4	0.97	3293749.6	3149089.3	77.8	38.0
418	3708.8	2.50	3293749.6	3149092.7	77.8	38.0
419	3717.2	1.14	3293749.4	3149093.7	77.8	38.0
420	3725.6	0.95	3293749.3	3149094.2	77.8	38.0
421	3734.1	1.20	3293749.2	3149094.8	77.8	38.0
422	3742.6	2.65	3293749.0	3149096.1	77.8	38.0
423	3750.9	1.50	3293748.8	3149096.6	77.9	38.0
424	3759.4	1.06	3293748.7	3149096.7	77.9	38.0
425	3767.9	1.32	3293748.6	3149096.8	77.9	38.0
426	3776.4	1.61	3293748.4	3149096.7	77.9	38.0
427	3784.9	1.63	3293748.2	3149096.1	77.9	38.0
428	3793.6	1.31	3293748.0	3149094.4	77.9	38.0
429	3802.2	2.16	3293747.8	3149090.9	78.0	38.0
430	3810.9	1.40	3293747.6	3149088.9	78.0	38.0
431	3819.5	1.29	3293747.5	3149087.3	78.0	38.0
432	3828.2	2.10	3293747.3	3149083.2	78.0	38.0
433	3836.8	1.54	3293747.1	3149080.1	78.0	38.0
434	3845.5	1.37	3293746.9	3149077.8	78.0	38.0
435	3854.1	1.90	3293746.7	3149072.8	78.1	38.0
436	3862.8	2.20	3293746.6	3149068.9	78.1	38.0
437	3871.4	1.10	3293746.4	3149069.0	78.1	38.0
438	3880.0	1.01	3293746.3	3149067.8	78.1	38.0
439	3888.5	1.21	3293746.2	3149065.7	78.1	38.0
440	3905.5	2.05	3293746.0	3149063.4	78.1	38.0
441	3914.0	1.12	3293745.9	3149060.2	78.1	38.0
442	3922.5	0.89	3293745.8	3149058.4	78.2	38.0
443	3931.0	1.87	3293745.7	3149057.0	78.2	38.0
444	3939.6	0.97	3293745.6	3149057.2	78.2	38.0
445	3948.1	0.87	3293745.5	3149057.9	78.2	38.0
446	3956.6	0.99	3293745.4	3149058.3	78.2	38.0
447	3965.1	2.37	3293745.3	3149057.0	78.2	38.0
448	3973.6	0.92	3293745.2	3149056.4	78.2	38.0
449	3982.1	0.70	3293745.2	3149055.1	78.2	38.0
450	3990.7	0.95	3293745.1	3149052.8	78.2	38.0
